,,,Breakpoint Positions
,,In Alignment, ,In Recombinant Sequence, ,Relative to EPI_ISL_18011232,, , , , , , Detection Methods
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
 1 ,1~, 7478, 4142, 7475, 4139, 7475, 4139,^EPI_ISL_18506031,EPI_ISL_18668515,Unknown (EPI_ISL_18668523), 2.36516107683382E-22, 1.38518491794629E-16, 4.62029616868975E-24, 1.30815431611024E-16, 8.68449202216184E-15, 2.3503158815358E-32,NS,NS, 7.38008927126917E-46,
 1,,,,,,,,,EPI_ISL_18506029,Unknown(EPI_ISL_18011232)
 1,,,,,,,,,EPI_ISL_18506030,Unknown(EPI_ISL_18271511)
 1,,,,,,,,,EPI_ISL_18506032,Unknown(EPI_ISL_18271512)
 1,,,,,,,,,EPI_ISL_18526630,Unknown(EPI_ISL_18321753)
 1,,,,,,,,,EPI_ISL_18530058,Unknown(EPI_ISL_18321755)
 1,,,,,,,,,EPI_ISL_18530147,Unknown(EPI_ISL_18514132)
 1,,,,,,,,,EPI_ISL_18536663,Unknown(EPI_ISL_18514134)
 1,,,,,,,,,EPI_ISL_18578957,Unknown(EPI_ISL_18514137)
 1,,,,,,,,,EPI_ISL_18592414,Unknown(EPI_ISL_18530057)
 1,,,,,,,,,EPI_ISL_18592418,Unknown(EPI_ISL_18536647)
 1,,,,,,,,,EPI_ISL_18592420,Unknown(EPI_ISL_18536648)
 1,,,,,,,,,EPI_ISL_18592421,Unknown(EPI_ISL_18536649)
 1,,,,,,,,,EPI_ISL_18592434,Unknown(EPI_ISL_18593865)
 1,,,,,,,,,EPI_ISL_18668518,Unknown(EPI_ISL_18593867)
 1,,,,,,,,,EPI_ISL_18668524,Unknown(EPI_ISL_18607170)
 1,,,,,,,,,EPI_ISL_18729429,Unknown(EPI_ISL_18618529)
 1,,,,,,,,,EPI_ISL_18729430,Unknown(EPI_ISL_18660625)
 1,,,,,,,,,EPI_ISL_18745077,Unknown(EPI_ISL_18660629)
 1,,,,,,,,,EPI_ISL_18745080,Unknown(EPI_ISL_18660931)
 1,,,,,,,,,EPI_ISL_18745082,Unknown(EPI_ISL_18660932)
 1,,,,,,,,,EPI_ISL_18750748,Unknown(EPI_ISL_18668242)
 1,,,,,,,,,EPI_ISL_18787920,Unknown(EPI_ISL_18668520)
 1,,,,,,,,,EPI_ISL_18824088,Unknown(EPI_ISL_18668521)
 1,,,,,,,,,EPI_ISL_18824185,Unknown(EPI_ISL_18668522)
 1,,,,,,,,,EPI_ISL_18953067,Unknown(EPI_ISL_18673081)
 1,,,,,,,,,EPI_ISL_18953068,Unknown(EPI_ISL_18745069)
 1,,,,,,,,,EPI_ISL_18992914,Unknown(EPI_ISL_18745071)
 1,,,,,,,,,EPI_ISL_19000790,Unknown(EPI_ISL_18745073)
 1,,,,,,,,,,Unknown(EPI_ISL_18745078)
 1,,,,,,,,,,Unknown(EPI_ISL_18745079)
 1,,,,,,,,,,Unknown(EPI_ISL_18745084)
 1,,,,,,,,,,Unknown(EPI_ISL_18746298)
 1,,,,,,,,,,Unknown(EPI_ISL_18750725)
 1,,,,,,,,,,Unknown(EPI_ISL_18787984)
 1,,,,,,,,,,Unknown(EPI_ISL_18788075)
 1,,,,,,,,,,Unknown(EPI_ISL_18788080)
 1,,,,,,,,,,Unknown(EPI_ISL_18788087)
 1,,,,,,,,,,Unknown(EPI_ISL_18788100)
 1,,,,,,,,,,Unknown(EPI_ISL_18788325)
 1,,,,,,,,,,Unknown(EPI_ISL_18789904)
 1,,,,,,,,,,Unknown(EPI_ISL_18789928)
 1,,,,,,,,,,Unknown(EPI_ISL_18789944)
 1,,,,,,,,,,Unknown(EPI_ISL_18815277)
 1,,,,,,,,,,Unknown(EPI_ISL_18815329)
 1,,,,,,,,,,Unknown(EPI_ISL_18815362)
 1,,,,,,,,,,Unknown(EPI_ISL_18815363)
 1,,,,,,,,,,Unknown(EPI_ISL_18824085)
 1,,,,,,,,,,Unknown(EPI_ISL_18824086)
 1,,,,,,,,,,Unknown(EPI_ISL_18824089)
 1,,,,,,,,,,Unknown(EPI_ISL_18824201)
 1,,,,,,,,,,Unknown(EPI_ISL_18862255)
 1,,,,,,,,,,Unknown(EPI_ISL_18862257)
 1,,,,,,,,,,Unknown(EPI_ISL_18862258)
 1,,,,,,,,,,Unknown(EPI_ISL_18862259)
 1,,,,,,,,,,Unknown(EPI_ISL_18862260)
 1,,,,,,,,,,Unknown(EPI_ISL_18862261)
 1,,,,,,,,,,Unknown(EPI_ISL_18862262)
 1,,,,,,,,,,Unknown(EPI_ISL_18862264)
 1,,,,,,,,,,Unknown(EPI_ISL_18862265)
 1,,,,,,,,,,Unknown(EPI_ISL_18866883)
 1,,,,,,,,,,Unknown(EPI_ISL_18866885)
 1,,,,,,,,,,Unknown(EPI_ISL_18866887)
 1,,,,,,,,,,Unknown(EPI_ISL_18866888)
 1,,,,,,,,,,Unknown(EPI_ISL_18866891)
 1,,,,,,,,,,Unknown(EPI_ISL_18885828)
 1,,,,,,,,,,Unknown(EPI_ISL_18885839)
 1,,,,,,,,,,Unknown(EPI_ISL_18885855)
 1,,,,,,,,,,Unknown(EPI_ISL_18911084)
 1,,,,,,,,,,Unknown(EPI_ISL_18911091)
 1,,,,,,,,,,Unknown(EPI_ISL_18916730)
 1,,,,,,,,,,Unknown(EPI_ISL_18918470)
 1,,,,,,,,,,Unknown(EPI_ISL_18918472)
 1,,,,,,,,,,Unknown(EPI_ISL_18918493)
 1,,,,,,,,,,Unknown(EPI_ISL_18918508)
 1,,,,,,,,,,Unknown(EPI_ISL_18918527)
 1,,,,,,,,,,Unknown(EPI_ISL_18918529)
 1,,,,,,,,,,Unknown(EPI_ISL_18918530)
 1,,,,,,,,,,Unknown(EPI_ISL_18927384)
 1,,,,,,,,,,Unknown(EPI_ISL_18928983)
 1,,,,,,,,,,Unknown(EPI_ISL_18928984)
 1,,,,,,,,,,Unknown(EPI_ISL_18928985)
 1,,,,,,,,,,Unknown(EPI_ISL_18928986)
 1,,,,,,,,,,Unknown(EPI_ISL_18928987)
 1,,,,,,,,,,Unknown(EPI_ISL_18928988)
 1,,,,,,,,,,Unknown(EPI_ISL_18928989)
 1,,,,,,,,,,Unknown(EPI_ISL_18933100)
